ser,date,text,label
7045,22-08-20 9:59,Happy to risk catching COVID19 for TENET,positive
7046,12/8/2020 7:03,Hard to know all the but a good rehearsal for difficult at Phase 3 most likely to,positive
7047,13-08-20 9:27,rubber capacity as Covid demand rubber COVID19,negative
7048,10/8/2020 16:21,COVID19 the talent can engage with ? Head of and Client Care h,positive
7049,6/8/2020 14:51,COVID19 made you change any of your ? Are you looking to diversify your investment portfolio ,positive
7050,8/8/2020 12:15,been sacked yet ? covid19,negative
7051,1/8/2020 19:01,of been to get taxpayer backed 500m COVID19 emergency loan,negative
7052,9/8/2020 8:39,anybody of ? BBNaijialockdown2020,neutral
7053,16-08-20 8:25,anyone been to lately ? Got it booked for a few time but no idea what to do covid19,neutral
7054,11/8/2020 9:07,anyone else in had these coming round ?? Should I be concerned ? COVID19,negative
7055,12/8/2020 6:56,COVID19 forced you to wearing glasses and a mask at the same time ? You may be to condensation,negative
7056,30-08-20 8:31,most of the media 1 Toed the Government line that was or for,neutral
7057,4/8/2020 6:30,the COVID19 pandemic exposed with the of education ; the public sector part,negative
7058,29-07-20 16:20,the COVID19 pandemic environmental awareness ? Our manager his in our,negative
7059,18-08-20 17:17,the Covid19 pandemic hit the reset button for and give it the attention,positive
7060,18-08-20 17:39,there been any change in guidance with wearing ? Nobody to be wearing them recently wondering if so,negative
7061,14-08-20 7:30,your business it is profile ; reputation during ? 87 % of to our,neutral
7062,13-08-20 10:01,your job been affected by COVID19 ? Are you looking for some training to develop your ? Have you b,positive
7063,28-07-20 6:06,performance when COVID19 is over the rainbow Something weird,negative
7064,18-08-20 18:02,Have a look at our page to read our top 3 how to help mask anxiety ! Weve also got a 20 % discount,positive
7065,9/8/2020 9:00,Have a peaceful everybody Avoid COVID19,positive
7066,22-08-20 9:13,Have a read to see what I have been up to this week with I love to sing dance really sad that,neutral
7067,29-07-20 16:30,Have any pressing regarding COVID19 ? We ' set up a address for to send in,positive
7068,11/8/2020 8:15,Have you been as part of the test and trace scheme ? Then you dont have to book a test but you do need t,neutral
7069,8/8/2020 13:15,Have you been in close contact with someone who tested positive for COVID19 ? Isolate when for 14 days,negative
7070,12/8/2020 9:25,Have you checked out Episode 7 of ? Mark with about resilience in,neutral
7071,6/8/2020 15:46,Have you considered how COVID19 the way we work ? In this Beth the between th,negative
7072,12/8/2020 9:45,Have you got any about ? In almost all you can now only be if,neutral
7073,25-07-20 9:30,Have you got your yet ? It is now mandatory to wear face in and Face help to,positive
7074,11/8/2020 7:57,Have you left hospital during COVID19 ? are a survey to establish people ' s experience Yo,positive
7075,26-07-20 9:00,Have you at our Bounce Back guide yet ? Its full of practical up to date advice and guidance to help,neutral
7076,13-08-20 9:00,Have you made a significant change to your life after living in ? Share your with us ,positive
7077,8/8/2020 13:04,Have you read our latest ? We up with the wonderful to bring you some for going back,positive
7078,10/8/2020 15:34,Have you seen ? It is the easiest way to keep your and safe when you ' re your pa,positive
7079,12/8/2020 8:47,Have you taken our Covid19 survey ? We ' had a great response so far please take,positive
7080,26-07-20 9:00,Have you Player recently ? Our streaming service learning speciality discus,positive
7081,8/8/2020 11:42,Exactly that We cannot know if COVID19 is a single event ie generation of,negative
7082,24-07-20 23:55,checked the data of all nation ' s of the ALL of these were in The have,neutral
7083,13-08-20 9:29,self isolated for 2 on coming home to and being antibody + going to hug my,negative
7084,8/8/2020 14:06,your glasses fog up while wearing a face mask is so ! Here is a very simple solution a no fog h,negative
7085,18-08-20 17:58,Hay Thanks4the are a group of people who practice,neutral
7086,22-08-20 7:54,Hay Thanks4the are a group of people who practice,neutral
7087,17-08-20 7:03,Hay Thanks4the are a group of people who practice,neutral
7088,18-08-20 16:15,He He he modern day in his Are you now or have you ever been a covid hysteria re,neutral
7089,25-07-20 9:00,He forgot to mention his biggest achievement the highest COVID19 death toll per in the world ,negative
7090,28-07-20 5:11,He to get up soon and do this COVID19 test and get it in the as we do not know when the courier will,negative
7091,4/8/2020 7:25,He said all work together bbcradio4 it is tough and stark but thats how it is and will b,neutral
7092,25-07-20 8:01,Heading to the today ? Remember your face covering to reduce the risk of spreading COVID19 Even if n,positive
7093,22-08-20 10:33,Health Minister Jochurchill4 is 100 % right to highlight this investment in Social to aid tackle the me,positive
7094,4/8/2020 7:47,Health and care staff can access clear and reliable information about covid19 to share with,positive
7095,17-08-20 6:55,Health and financial are rising again in key globally are becoming more careful with th,positive
7096,12/8/2020 8:07,Health staff are an increase in dermatological particularly irritant contact dermatitis of the,negative
7097,13-08-20 8:52,Health staff need training for leading expert,positive
7098,13-08-20 10:17,I am facing due to lack of saved a patient me of,negative
7099,18-08-20 16:35,Hear Have some good news for a change COVID19,positive
7100,11/8/2020 8:30,Hear from Penny of on how COVID19 accelerated the vision the way,positive
7101,25-07-20 7:30,up at 432am as COVID19 from The noise is ear piercing and now,negative
7102,26-07-20 9:25,HelenSalmon2 always was government policy COVID19,neutral
7103,25-07-20 9:24,HelenSalmon2 It is Note the 123 dead yesterday is more like 183 a few ago Since we discovered,negative
7104,1/8/2020 18:51,Elizabe28594095 KevinLa32176991 had the most COVID19 in the,negative
7105,26-07-20 7:03,Hello Is this match going ahead ? If so Real should be already doing a quarantine in Are they not,positive
7106,11/8/2020 9:25,Hello there ! Join us for our Young meeting taking place at 4pm today giving young people a chance,neutral
7107,9/8/2020 8:30,Help slow the spread of COVID19 weekend,positive
7108,11/8/2020 7:15,Help stop the rise in by following the local Visit,positive
7109,16-08-20 6:45,Help stop the spread Get tested if you have any COVID19 even if you think they are only mild,positive
7110,17-08-20 6:05,Help stop the spread of in Greater by not getting in a car with someone from a different,positive
7111,2/8/2020 18:31,Help us find a vaccine for COVID19 Join the new vaccine research registry today You will then be,positive
7112,9/8/2020 5:53,Helpful guidance COVID19 safety protect,positive
7113,11/8/2020 9:18,Helpful from on the economic that business and i,positive
7114,22-08-20 4:45,Helping out during COVID19 and all going to plan re movie ! Chat later ,positive
7115,22-08-20 0:47,Hephaestus7 That is appalling ; outrageous Your partner was in a or job ,negative
7116,17-08-20 8:18,Here are five that continue to thrive despite covid19 selected by,positive
7117,30-08-20 9:01,Here at with your we have been able to help those in need during the humanitarian crisis of the,positive
7118,29-07-20 16:24,Here is my as the government stopped doing them In the past 24hrs there have been a further 83,negative
7119,10/8/2020 15:15,Here is my as the government stopped doing them In the past 24hrs there have been a further 8,positive
7120,22-08-20 8:45,Here is my happy hour to shine and make merry I am to testify to ur 100 % fixed you gave to me,positive
7121,13-08-20 10:02,Here we go again COVID19,negative
7122,2/8/2020 20:31,Here we go the narrative around getting the to take a Covid19 vaccine is starting to gain some traction,positive
7123,9/8/2020 5:01,Here is a way to check yourself for the Covid19,neutral
7124,25-07-20 9:04,Here is another article that face are compulsory on TRAIN not just from yesterday b,neutral
7125,29-07-20 16:16,Here is how business can restart post COVID19 with a focus on embracing the opportunity to become better,positive
7126,10/8/2020 15:30,Here is our advice on how can restart post COVID19 with a focus on embracing the opportunity to become,positive
7127,11/8/2020 9:43,Here is the note of ' s first on tax policy post COVID19 on potential stimulus,neutral
7128,8/8/2020 12:18,We are for and Local ! NO for 100 ,neutral
7129,30-08-20 7:19,another supplier raking in millions that actually a supplier being to oversupply un,neutral
7130,1/8/2020 19:17,my comedy latest cover Your Song by Parody covid19,neutral
7131,22-08-20 9:31,just another COVID19 coconspirator 4IR shill ; should be,negative
7132,26-07-20 7:30,Hey I get it I know exactly how feeling support each other through this Why need ta,positive
7133,13-08-20 7:00,Hey ! I am working on some research for looking for on library,positive
7134,2/8/2020 17:35,Hey why are your staff at the M26 4GR telling not to wear it is not like the police wi,negative
7135,13-08-20 10:00,Hey why do your staff not wear face ? If are as much to protect from you my take is,positive
7136,25-07-20 7:31,Hey ! Sorry for the radio silence was been a bit hectic with work and not being able to sleep but tune in ton,neutral
7137,7/8/2020 12:56,Hi I am King I would like to show you the mask my wife made a coffee filter ! It is easy to do ! Go,positive
7138,18-08-20 17:06,Hi will you be issuing any guidance to on the use of home knowing their,positive
7139,11/8/2020 7:39,Hi when is research going to hit clinical ? Is there something quick that can be done,positive
7140,22-08-20 8:52,Hi ho hi ho it is off to school we go COVID19 as infection,negative
7141,11/8/2020 8:19,High streets in the North East of the have the highest of survival amidst the covid19 pandemic,positive
7142,25-07-20 8:37,the value of in research are to critically ill,positive
7143,1/8/2020 16:47,Hilary1952 have never from this and all their in this context have been to try,neutral
7144,17-08-20 7:41,hope there ' s a rethink on Not just this but the latest evidence on just how,neutral
7145,16-08-20 7:24,There might be a second wave decommission the Nightingale COVID19,negative
7146,13-08-20 9:40,fear removal of from safe travel list covid COVID19 Covid19UK Covid19,negative
7147,9/8/2020 8:15,mode still ON for the last few days a lot of exciting work and around the corner,positive
7148,31-07-20 17:57,Holy OUR data and the data on COVID19 ALL been handed to one private company Transparency on t,positive
7149,6/8/2020 15:55,Home can be a place of fear danger and risk during COVID19 for those facing abuse Help us get them to safety and,negative
7150,11/8/2020 10:06,Home ending up in again that ' s certainly one way to celebrate more than 100 days of no community transmission COVID19,positive
7151,13-08-20 9:34,Avoid currently 800 + have no hot water for 4 and their 4,negative
7152,13-08-20 8:18,Dont do it this is the reality of living in,neutral
7153,11/8/2020 8:09,for a cooler day here in today Looking forward to a day of fabulous whilst to our,positive
7154,31-07-20 18:20,of dumb selfish They are actively causing the spread and people to die cannot express what,negative
7155,12/8/2020 9:05,Horrific of ' s during COVID19,negative
7156,22-08-20 8:24,Hospital are under 05 covid each Just get on with your day while being sensible about hygiene,negative
7157,9/8/2020 8:10,are scaling back the number of ward used for COVID19 as fall to the,negative
7158,13-08-20 9:22,Hot topic on the agenda right now the difference between,neutral
7159,11/8/2020 9:50,Housing group pen open letter to demanding eviction ban extension COVID19 housing,negative
7160,13-08-20 9:40,How have to support COVID19 response,positive
7161,1/8/2020 16:00,How Black Are Away From Live And Into Digital Community Gold Amid COVID19,negative
7162,25-07-20 11:35,How COVID19 Impacted Counter Extremism Great read ,negative
7163,12/8/2020 7:55,How to remote clinical during Covid19 innovation Covid19,positive
7164,29-08-20 20:24,How and can use Zoom safely zoom COVID19 privacy data,positive
7165,11/8/2020 7:57,How Your Club Can Survive a COVID19related,negative
7166,12/8/2020 9:09,How are coping with the COVID19 pandemic ? for,negative
7167,11/8/2020 7:10,How are customer in a digital world ? COVID19,neutral
7168,8/8/2020 10:29,How are to the current and what are the of being able to find new,neutral
7169,9/8/2020 8:27,How bad is covid really ? A perspective COVID19,negative
7170,26-07-20 8:49,How best to deal with COVID19,positive
7171,14-08-20 7:15,How are themselves during COVID19,neutral
7172,27-07-20 6:00,How can investment provide greater resiliency to crises like COVID19 and beyond ? Discover 4 lesson,negative
7173,22-08-20 6:00,How can build a firm through culture during the COVID19 pandemic ? Access our full s,positive
7174,31-07-20 19:00,How can manage the change from COVID19 ? Learn why innovation is coming to benefit is,positive
7175,22-08-20 8:00,How can equip their to cope with COVID19 ? See how can better support financial physical,positive
7176,18-08-20 16:00,How can maintain labour while for a postCOVID19 landscape ? Join our 2,positive
7177,12/8/2020 7:00,How can effectively mitigate the of a global pandemic ? The M,negative
7178,12/8/2020 9:00,How can we all learn to cope with riding the ? Here are some to good mental and,positive
7179,11/8/2020 8:14,How can you be an archivist at home when your arent with you ? found a way to,negative
7180,31-07-20 18:42,How can you support the of your staff ? Learn how in this ,positive
7181,2/8/2020 21:29,How come it only days for f1 to turn round complex fluid dynamics when six in,neutral
7182,8/8/2020 11:47,How cruel a friend to bring round a gift of some craft and you cannot share them it was a lovely gift,negative
7183,4/8/2020 7:48,How did impact on mental health ? A new study from and in,negative
7184,13-08-20 8:05,How and innovation can make the world a better place,positive
7185,25-07-20 8:57,How do I even move forward with this news ? I have done everything I can to lose weight myself and it simply,negative
7186,16-08-20 9:00,How do we create sustainable prosperity in a world ? This is a question this article to address,positive
7187,12/8/2020 9:00,How do we keep climate in the picture when we talk about from Covid19 ? NEF ' s some,positive
7188,11/8/2020 8:15,How do you collect remote primary data during COVID19 ? What are the ? And what are the ethics ? This,negative
7189,25-07-20 9:00,How do you conduct research on sensitive such as trauma during a COVID19 ? In this,negative
7190,12/8/2020 9:16,How does ' s Covid19 recession compare with previous ,negative
7191,6/8/2020 15:56,How does an outdoor brand cope with a sudden directive to stay inside ? Create a neat little video full of to,positive
7192,6/8/2020 15:10,How does the danger of Covid19 compare to bad health or crime ,negative
7193,25-07-20 3:24,How does this work ? Research done with the public purse of potential public health importance resulting in,positive
7194,12/8/2020 5:58,How geography New keep COVID19 at bay for so long With day tomorrow if you are,neutral
7195,13-08-20 9:31,How guilty is complement in COVID19 serious an investigation,negative
7196,10/8/2020 16:19,How hard is it for people in the to just READ THE FLOOR ? There ' s a system for a rea,negative
7197,8/8/2020 12:00,How COVID19 forced the to adapt to ? Learn how AI and can improve,positive
7198,8/8/2020 13:01,How COVID19 impacted gender equality ? Read Bache ' s short paper,negative
7199,8/8/2020 14:30,How COVID19 the bullion industry ? We chat with about the US economy gold and t,negative
7200,27-07-20 5:38,How Covid19 impacted connectivity demand and ? Al President and Smart ; and,negative
7201,28-07-20 6:21,How to the Covid19 pandemic ? our latest Covid19 Response Report produced in pa,negative
7202,22-08-20 9:05,How the COVID19 pandemic impacted in the ? Catch up on our which,negative
7203,11/8/2020 8:55,How interesting to see how have to teaching in the COVID19 pandemic Thank you,positive
7204,6/8/2020 15:49,How is This a Thing ? 6th of August 2020 You are being to view your free,neutral
7205,25-07-20 9:51,How is it that only 30 family at a wedding ? But 82 at the time of the twee,neutral
7206,13-08-20 9:01,How is the Covid19 pandemic the face of in ? Find out here,negative
7207,25-07-20 7:05,How is this not making the It is the BIGGEST underlying condition in the world ! Pardon the pun,neutral
7208,11/8/2020 7:28,How many COVID19 have been ? R4today,negative
7209,4/8/2020 5:27,How many Covid diagnoses are false ? COVID19 spectator,negative
7210,17-08-20 4:29,How many of coffee do you drink on a ,neutral
7211,18-08-20 16:25,How many of these are to get people to understand how much the world to COVID19 ,positive
7212,13-08-20 8:34,How many of us content during the COVID19 ? In our study with,positive
7213,25-07-20 9:43,How many people would call these lot ? Not many I imagine ! COVID19,neutral
7214,22-08-20 9:11,How many are due to head to in the next few ? of Covid19 are rising quickly in t,negative
7215,25-07-20 10:23,How not to wear your mask mine do not get wrapped around wildlife I cut mine up before I bin them COVID19,positive
7216,13-08-20 9:47,How personal data us all data pandemic COVID19,positive
7217,9/8/2020 8:52,How the are people on holiday in other and to go into a building that my ow,neutral
7218,6/8/2020 15:13,How the hell no one resigned from the Tory government over it is colossal criminally negligent handling of,negative
7219,12/8/2020 7:28,How the pandemic might play out in 2021 and beyond by nature research covid19,negative
7220,25-07-20 9:54,How have COVID19,negative
7221,9/8/2020 9:06,How to make a face covering without a sewing machine but a dinner plate instead ,negative
7222,26-07-20 9:30,How to Position Yourself for the Retail Renaissance,neutral
7223,28-07-20 6:22,How to Work Through Stress and Anxiety During COVID19,positive
7224,2/8/2020 19:13,How to create a NEW BALANCE in your family life post COVID19 Great guest post by,positive
7225,22-08-20 7:55,How to enhance investor income if a second covid wave hit is covid19,negative
7226,28-07-20 3:19,How to get FREE in Chapter 2 Season 3 100 % works,neutral
7227,12/8/2020 7:00,How to get yourself for a successful job hunt during the pandemic From,positive
7228,12/8/2020 7:21,How to go back to normal ! Switch off your and Stop listening to Do not comply or,positive
7229,11/8/2020 7:17,How to keep the on the agenda when the world on COVID19 ,positive
7230,25-07-20 11:30,How to promote your in 2020 Spotlight,positive
7231,9/8/2020 7:43,How to stop ? 1st each government must stop testing people of covid19 test why ? This test r 50 ,negative
7232,22-08-20 9:15,How to think about in the era of COVID19 ; security,positive
7233,22-08-20 9:36,How to wear your face mask properly so that they are fully effective save x COVID19,positive
7234,6/8/2020 15:04,How will evolve in the COVID19 area ? Our ' blueprint based on,positive
7235,16-08-20 8:00,How will Covid19 bring change to higher education ? Anna from that in order for,negative
7236,18-08-20 17:07,How would your School Critical Incident Management Team deal with this COVID19 case scenario ,negative
7237,2/8/2020 17:55,However current are at a similar or slightly risk of with COVID19 With clear,negative
7238,26-07-20 9:27,However quarantine on whole of and it is is nonsensical As from poi,negative
7239,31-07-20 18:33,Huge thanks to Billy from and for supporting in the development of our,positive
7240,17-08-20 7:39,Hull Daily Mail ' Covid is a lie ' march in city,negative
7241,13-08-20 8:20,Hull University Teaching Trust is looking for aged 70 and over to take part in our trial o,positive
7242,13-08-20 10:15,Human at Sea the latest of it is Insight Briefing on ; I Insurance Coverage ,neutral
7243,30-08-20 6:30,Humankind is into self destruction The gulf between and is growing,negative
7244,14-08-20 7:12,to share this portrait which is made with the of all the and who have away i,neutral
7245,8/8/2020 14:10,of have been warning and saying about COVID19 for now so why is it people dont,negative
7246,22-08-20 7:23,of at risk as chain Wasabi to close,negative
7247,13-08-20 7:17,Hurry !! Book Your 1st Airport Both Way ; Get 500 Discount to ur net fare Discount Code COVID19 BOOK,neutral
7248,13-08-20 7:32,use nonuse Interesting indeed This data is from a leading doctor too COVID19 Covid19UK,positive
7249,11/8/2020 9:45,Hypertension is a condition ; read our advice and the you can take to help reduce the,positive
7250,4/8/2020 7:08,I DON ' T HAVE COVID19 ,negative
7251,18-08-20 18:06,I GOT MY FIRST WUN YES COVID19,neutral
7252,13-08-20 8:11,I agree with But we also deserve far more from the leader of the ' opposition ' our count,positive
7253,28-07-20 4:38,I am NEW check me out on COVID19,negative
7254,10/8/2020 15:18,I am all for our government helping out other when in need but let ' s not forget the child poverty here,positive
7255,8/8/2020 13:53,I am confused you cant use saliva to shine the ball however is licking his before bowling,neutral
7256,25-07-20 7:22,I am happy that today we ' be able to eat a full plate of rice 8yearold We ' stepped up food di,positive
7257,25-07-20 8:33,I am slightly competitive about weird I know but I help but this great,positive
7258,9/8/2020 8:16,I am struck by a government that to talk morality but to engage this on Asylum and,negative
7259,18-08-20 17:25,I am sure your fellow colleague who is on the working mercilessly to protect,positive
7260,16-08-20 8:50,I am trying to raise 950 to feed 6 for an ENTIRE YEAR and get them desperately medical,negative
7261,17-08-20 8:20,I appreciate when people get wrong apologize and try rectify the problem But our since the start of t,negative
7262,12/8/2020 5:26,I assume each child will have to isolate for ten days every time the go into school There ' s only 20 days before y,negative
7263,16-08-20 6:43,I assume believe sense because they need a a mu,neutral
7264,7/8/2020 13:06,I ate out a lot this week because told me too ! hospitality covid19,negative
7265,31-07-20 19:03,I bet the people who spit at people and say they have COVID19 are,negative
7266,25-07-20 11:47,I can confirm none of these where exempt from wearing them either as they them on as soon as we,neutral
7267,26-07-20 8:56,I can only imagine the reason are included in the 14 Quarantine on return to is due to the fact,negative
7268,24-07-20 23:59,I cannot understand why people think one measure another all are important ,neutral
7269,25-07-20 9:11,I cant believe it just had a go at me for walking my dog without a mask I said the dog sha,neutral
7270,17-08-20 8:19,I cant help thinking that this for all of it is been a chance to reset how work,neutral
7271,14-08-20 7:18,I do believe that Grant just that COVID19 is more out of control in than it is in the,positive
7272,30-08-20 9:07,I do find it interesting how the are in that they told were unworkable,negative
7273,26-07-20 9:20,I do not intend to travel for at another year or so There ' s no telling where there will be another spike in,negative
7274,26-07-20 9:19,I do not understand Why the vote question ? What that got to do with someone the and ama,neutral
7275,9/8/2020 9:14,I do not wear because I have enough brains to know that I would have to change every time I touch,neutral
7276,18-08-20 17:56,I dont get why China spent facial image data to then release a virus which people,negative
7277,4/8/2020 6:12,I drew a thing ' t mean to ' t stop either Might make stickers doodle COVID19,positive
7278,18-08-20 16:38,I encourage everyone to complete the Information Design Survey on the COVID19 dashboard to feedback and imp,positive
7279,12/8/2020 9:30,I feel so sorry for the and Many have gone under during this COVID19 crisis They,negative
7280,11/8/2020 7:51,I feel sorry for this year ' s COVID19 assessment,negative
7281,18-08-20 18:18,I get the but are about to go into because theres been a rise in COVID,negative
7282,22-08-20 7:42,I got a test too no negative result Took less than 24 to get my result Great turnaround and rea,negative
7283,25-07-20 6:16,I guess they have dentistry from pretty much everything else although I did have to ask my patient,neutral
7284,1/8/2020 17:17,I had COVID19 but have since Is it safe to visit my who are in their 80s ? COVID19,negative
7285,10/8/2020 15:44,I hate Summer Summer2020 SummerParadise2020,negative
7286,22-08-20 9:30,I have been restricted from on religion during the pandemic During the first of the year I have,negative
7287,22-08-20 8:10,I have come to the conclusion that do not care seeing as they have not to my serious and sincere t,negative
7288,9/8/2020 7:08,I have about some of the being to deal with COVID19 mainly because I think they are,negative
7289,22-08-20 9:31,I have deferred my BM10K until 2021 But in the back of my mind the saying goes will it g,negative
7290,10/8/2020 15:47,I have my own personal definition of morally indefensible It is the ' s missing 5 key COBRA at the,negative
7291,22-08-20 8:59,I have seen a few today where in who are their to care for,positive
7292,25-07-20 9:00,I have to presume the who wont wear it because they dont like being told what to do also a refuse,negative
7293,4/8/2020 7:05,I have a variety of and coffee in various The of personal detail,neutral
7294,30-07-20 20:14,I today the second wave of COVID19 as rolling across and we must stop it before it,negative
7295,18-08-20 17:38,I hope Bamboo Bats Dogs and are not on the party menu ! COVID19 covid19party,negative
7296,10/8/2020 15:57,I hope reject the vaccine COVID19,positive
7297,11/8/2020 9:10,I hope this another head fake and potentially as a patent COVID19 vaccine albeit it is,positive
7298,22-08-20 6:52,I hope you all in there better days are coming Please stay safe wash your and wear a mask,positive
7299,25-07-20 10:35,I just a letter with 110 and calling on the Chancellor to introduce a Universal to,neutral
7300,25-07-20 8:03,I just my to ask them to join the campaign for a Emergency Income Support scheme The govern,neutral
7301,22-08-20 0:20,I just for missing his receiver Watching the 1996 championship game I need covid19 to be over,neutral
7302,25-07-20 9:19,I know a lot of who ' t on heading into the loft for gear or booking a last,neutral
7303,25-07-20 5:17,I know it can be hard right now with the COVID19 situation however we are here to support you ! Book an,positive
7304,12/8/2020 9:27,I know it is a bit old hat but I am very grateful for the job I do Many people are in a terrible position due to,positive
7305,25-07-20 10:00,I know many people have been worried about ; who suffer from dementia during the COVID19 crisis,negative
7306,25-07-20 9:18,I know that it is overdue that the take action on obesity but does anyone else feel like theyre trying to pa,negative
7307,25-07-20 12:24,I literally am my own head to make on safety from COVID19 as government are the most,positive
7308,2/8/2020 21:36,I live in and I am 50 in four !! Covid19 over50s,negative
7309,9/8/2020 6:35,I live in a country of COVID19 Only half of would definitely have Covid19 vaccination,negative
7310,25-07-20 7:18,I love our weekly family zoom quiz Its still going and wonderful too see all of them each week However the quiz,positive
7311,22-08-20 0:47,I miss COVID19,negative
7312,22-08-20 10:02,I must have the bit where they said if you sneak people in the back door then local dont,negative
7313,14-08-20 7:09,I personally think the government made a huge cockup over the pandemic but surely all those people abroad moaning,negative
7314,10/8/2020 16:10,I read a piece in the New York ' s about It he that Gump ' s moth,neutral
7315,16-08-20 8:14,I really do fear for my ' s future not because of COVID19 more an incompetent,negative
7316,30-08-20 5:57,I really hope we are not hit with massive tax to fund I mean both me and jmday1980 have worked,negative
7317,27-07-20 6:20,I recently quit my job as Team Leader at home delivery refusing to take part in this,neutral
7318,22-08-20 8:41,I recommend ; ; ; Help slow the spread of COVID19 and identify at risk sooner by your,positive
7319,26-07-20 6:58,I ring up Sky a few ago and agree a payment holiday due to COVID19 and guess what they restrict my,positive
7320,16-08-20 8:23,I said in the Telegraph this week that response to COVID19 had been in many ways woeful see below,negative
7321,22-08-20 9:11,I see Constabulary are encouraging too EndUKLockdown1 COVID19,positive
7322,25-07-20 8:45,I see that Corrie have now incorporated covid19 in their It was great but the time,positive
7323,27-07-20 6:00,I see you safe covid covid19,positive
7324,27-07-20 5:46,I sincerely despise the people that celebrate not wearing a mask in the You are a piece of COVID19,positive
7325,8/8/2020 12:33,I spoke to ' about his paper on COVID19,neutral
7326,8/8/2020 13:33,I talk to a pediatric doctor turned weight loss and health coach She a lot about a,negative
7327,28-07-20 6:26,I think is tired !! dogs FoolintheRain72 COVID19,negative
7328,13-08-20 9:19,I think I was wrong about and covid19 their lightish approach worked better than and that ca,negative
7329,13-08-20 9:00,I think I was wrong about and covid19 their lightish approach worked better than and that ca,negative
7330,6/8/2020 15:23,I think the was around in the autumn of last year i have spoken to many people my own part,neutral
7331,9/8/2020 8:04,I think weve found the perfect way for the government to deliver it is Covid advice COVID19,positive
7332,22-08-20 7:02,I this quote So relevant in these times COVID19,neutral
7333,22-08-20 7:16,I thought said he had down and gone fit on his bike as a role model to the people for fighting,positive
7334,2/8/2020 20:33,I thought all were supposed to take contact when you for track and trace ? been once,neutral
7335,8/8/2020 12:56,I thought this only in and ? COVID19,negative
7336,28-07-20 6:35,I thought this was a all we ' re nearly through Then I read on 2021,neutral
7337,13-08-20 10:43,I totally agree strategy must aim for zero COVID19 It open with safety economy prosper ,positive
7338,1/8/2020 16:21,I understand how let down people feel with ; yes trip was a turning point However was a,positive
7339,31-07-20 18:02,I want to say to this but sadly it is not a to idiot COVID19,negative
7340,25-07-20 11:36,I was doing this before COVID19,negative
7341,8/8/2020 10:31,I was in for about 2hours today Aside d fact that ' t observing d of COVID19 like we,positive
7342,8/8/2020 14:25,I was relieved when the proved successful and I have also been with for our,positive
7343,14-08-20 6:59,I was sent this article by imoff333 and it is got some great in here What would you add to the list ? I ,neutral
7344,25-07-20 10:16,I went to the phlebotomy clinic last week I was that the nurse wore her mask without covering her nose ,negative
7345,25-07-20 10:28,I wish the who say we have to do X Y or Z or COVID19 will spiral out of control,negative
7346,29-08-20 21:12,I wish the news would be by a COVID19 map of active so that we the public are more informed about,positive
7347,13-08-20 7:17,I wonder how many are stocks ? COVID19,negative
7348,12/8/2020 6:52,I wonder if slept well knowing his Premiership seen us enter worst recession for over 100years h,negative
7349,8/8/2020 11:47,I wonder what will become of the world ' s city if COVID19 the way people work forever Will they,negative
7350,16-08-20 5:13,I wore long pants tonight Havent done that since COVID19,negative
7351,30-07-20 20:11,I would like to see some really thorough into the on over the past 12 COVID19,positive
7352,6/8/2020 15:17,I would normally when i was office based Now I am home based it is a bit harder to get my bike onto,neutral
7353,4/8/2020 5:57,I wrote this a few before COVID19 ' Being son ; Dad by being Stoic ,negative
7354,16-08-20 7:04,I ' be on in 30 min 830am to discuss COVID19 and the need for cheap rapid Covid and more,negative
7355,16-08-20 8:52,I am afraid stupid people judge by their own affliction So yes does think we are all stupid,negative
7356,13-08-20 9:56,I am all for wearing face do not shoot ! and always believe in setting an example But stupid is as stupid doe,negative
7357,14-08-20 6:45,I am delighted to say that it like this approach worked an update following the hyp,positive
7358,17-08-20 7:29,I am getting mad all these moaning about their but most of them have not the concept o,negative
7359,13-08-20 9:15,I am not going to defend this government in it is handling of the epidemic but if you want informed unbiased insight,negative
7360,17-08-20 7:57,I am really happy to hear that is a nice holiday at the moment Nothing important going on in t,positive
7361,2/8/2020 17:19,I am really off that people are in the because they do not want to wear a of cloth it is,negative
7362,11/8/2020 9:05,I am seeing and wear face instead of But how effective are they really ? And,negative
7363,6/8/2020 15:08,I am very that Yacht Festival is going ahead in despite other yacht getting COVID19,negative
7364,4/8/2020 7:10,I am very much a follower of this form of COVID19 Test Just need to decide which whisky to use,negative
7365,25-07-20 8:18,I am wary of the term ' new normal ' but if you are going to make any as a result of the current crisis maki,negative
7366,22-08-20 9:23,I ' been looking at the excess death data from ONS ; and there to be in the nu,negative
7367,13-08-20 7:58,I ' been thinking about what it to hold space in this year of loss ' s work Caretaker run,negative
7368,17-08-20 3:56,I ' booked my first concert since COVID19 It is 11 away outdoors and with a crowd of less than 1000,negative
7369,29-08-20 21:22,I ' had a customer come into our restaurant today getting because there had to wait outside because of t,neutral
7370,17-08-20 8:20,I ' registered Have you ? COVID19,positive
7371,6/8/2020 15:02,I ' some great for and that you can do in Kent whilst still ,neutral
7372,6/8/2020 16:21,I ' up have you ? COVID19 COVID19vaccine,negative
7373,31-07-20 19:09,IBEX really the last couple of Price not far from the COVID19 sell off still,neutral
7374,6/8/2020 15:13,ICGN20 COVID19 series is available on demand listen to our governance address that have,neutral
